,Date,Index,Z_Score,phase
0,1964-05-31,100.51100000000001,0.14047587561136057,expansion
1,1964-06-30,100.5011,0.12375450453805004,expansion
2,1964-07-31,100.4775,0.07787315454182735,expansion
3,1964-08-31,100.44,0.008006848817954396,expansion
4,1964-09-30,100.3979,-0.05346607357075394,contraction
5,1964-10-31,100.3533,-0.12570962815963987,contraction
6,1964-11-30,100.3195,-0.16613538916649995,contraction
7,1964-12-31,100.3006,-0.17148288613338392,contraction
8,1965-01-31,100.288,-0.19845195746844757,contraction
9,1965-02-28,100.2669,-0.20609725096708498,contraction
10,1965-03-31,100.2239,-0.25633569169080084,contraction
11,1965-04-30,100.1588,-0.4500737324282487,contraction
12,1965-05-31,100.0881,-0.6646342516104737,contraction
13,1965-06-30,100.0336,-0.8455301923086236,contraction
14,1965-07-31,100.0171,-0.9341628254615292,contraction
15,1965-08-31,100.0495,-0.8872346313208339,contraction
16,1965-09-30,100.1316,-0.6650286870323829,contraction
17,1965-10-31,100.2542,-0.23264427703235654,contraction
18,1965-11-30,100.3999,0.29796902355378807,expansion
19,1965-12-31,100.55,0.995360605035864,expansion
20,1966-01-31,100.6721,1.6044535036856191,expansion
21,1966-02-28,100.7405,1.8951167259693587,expansion
22,1966-03-31,100.7359,1.8070215242918684,expansion
23,1966-04-30,100.6466,1.2137263876194826,expansion
24,1966-05-31,100.4782,0.2240135323268029,expansion
25,1966-06-30,100.2568,-0.9572034886813733,contraction
26,1966-07-31,100.0018,-2.190674486903141,contraction
27,1966-08-31,99.73459,-3.0435499953817535,contraction
28,1966-09-30,99.47794,-3.4354823985975624,contraction
29,1966-10-31,99.24266,-3.5116164081232584,contraction
30,1966-11-30,99.04529000000001,-3.3729592368262873,contraction
31,1966-12-31,98.89678,-3.1905086396349644,contraction
32,1967-01-31,98.80908000000001,-2.9810729633699737,contraction
33,1967-02-28,98.77991,-2.7451069002955126,contraction
34,1967-03-31,98.81553000000001,-2.4824319689193315,contraction
35,1967-04-30,98.91245,-2.2072142515784705,contraction
36,1967-05-31,99.06213000000001,-1.8880334722524883,contraction
37,1967-06-30,99.24502,-1.5046608058801718,contraction
38,1967-07-31,99.44592,-1.1137758194426681,contraction
39,1967-08-31,99.64936999999999,-0.7390155725078685,contraction
40,1967-09-30,99.83778000000001,-0.37422088504999634,contraction
41,1967-10-31,99.99543,-0.07530165441426052,contraction
42,1967-11-30,100.1131,0.1174560150166688,expansion
43,1967-12-31,100.1911,0.24628298717413824,expansion
44,1968-01-31,100.2366,0.3217201851823446,expansion
45,1968-02-29,100.2701,0.3769382152949559,expansion
46,1968-03-31,100.3098,0.4412400433628198,expansion
47,1968-04-30,100.3694,0.5358649333100879,expansion
48,1968-05-31,100.4492,0.6592700143205987,expansion
49,1968-06-30,100.55,0.7465746135269593,expansion
50,1968-07-31,100.6795,0.8692933298037538,expansion
51,1968-08-31,100.8328,1.0195432431428237,expansion
52,1968-09-30,100.9959,1.1481278424569978,expansion
53,1968-10-31,101.1458,1.3168377995207055,expansion
54,1968-11-30,101.2568,1.417411393335478,expansion
55,1968-12-31,101.3178,1.4478097762358737,expansion
56,1969-01-31,101.3379,1.4298329863877484,expansion
57,1969-02-28,101.3308,1.3844193532957731,expansion
58,1969-03-31,101.2955,1.3107528991982098,expansion
59,1969-04-30,101.2296,1.2061803688274932,expansion
60,1969-05-31,101.1231,1.060816436697596,expansion
61,1969-06-30,100.9864,0.8889648218264803,expansion
62,1969-07-31,100.836,0.6648251364008813,expansion
63,1969-08-31,100.6861,0.4514497187420142,expansion
64,1969-09-30,100.5367,0.22635557983586396,expansion
65,1969-10-31,100.3819,0.007310938906889627,expansion
66,1969-11-30,100.2195,-0.18820462409561597,contraction
67,1969-12-31,100.0492,-0.40996243932958965,contraction
68,1970-01-31,99.87135,-0.6655656873575152,contraction
69,1970-02-28,99.69193,-0.9520394547934152,contraction
70,1970-03-31,99.51388,-1.2605891159395002,contraction
71,1970-04-30,99.34376,-1.5624803245106542,contraction
72,1970-05-31,99.19686,-1.8052978529201038,contraction
73,1970-06-30,99.07979,-1.9579168151489703,contraction
74,1970-07-31,98.98349,-2.032462038125494,contraction
75,1970-08-31,98.9081,-2.0437172954931753,contraction
76,1970-09-30,98.86208,-2.0021465016263638,contraction
77,1970-10-31,98.86073,-1.9093924868197985,contraction
78,1970-11-30,98.92241999999999,-1.7596547155696112,contraction
79,1970-12-31,99.04254,-1.5666210519451822,contraction
80,1971-01-31,99.18714,-1.3678103609056267,contraction
81,1971-02-28,99.32463,-1.1925429204203222,contraction
82,1971-03-31,99.43425,-1.0579168828861667,contraction
83,1971-04-30,99.51204,-0.8805865038264987,contraction
84,1971-05-31,99.55962,-0.6392654627677288,contraction
85,1971-06-30,99.58598,-0.4158690451642389,contraction
86,1971-07-31,99.60558,-0.19614174268761395,contraction
87,1971-08-31,99.63101999999999,-0.03420940171027321,contraction
88,1971-09-30,99.69081,0.03412742070745455,expansion
89,1971-10-31,99.81049,0.1752477704141865,expansion
90,1971-11-30,100.0042,0.4167448184160949,expansion
91,1971-12-31,100.26899999999999,0.7691516156781283,expansion
92,1972-01-31,100.5702,1.196299099217913,expansion
93,1972-02-29,100.8776,1.647380478362983,expansion
94,1972-03-31,101.1738,2.0667478484830917,expansion
95,1972-04-30,101.4486,2.4008160120197615,expansion
96,1972-05-31,101.7005,2.6209931968859177,expansion
97,1972-06-30,101.9347,2.735391500585264,expansion
98,1972-07-31,102.1677,2.782471462842238,expansion
99,1972-08-31,102.4176,2.7999803430744676,expansion
100,1972-09-30,102.6764,2.7946909756558242,expansion
101,1972-10-31,102.9282,2.767475224250343,expansion
102,1972-11-30,103.15,2.716033486685686,expansion
103,1972-12-31,103.3154,2.6376995659992404,expansion
104,1973-01-31,103.40299999999999,2.532958791866329,expansion
105,1973-02-28,103.3779,2.392113560100433,expansion
106,1973-03-31,103.2734,2.185399995564861,expansion
107,1973-04-30,103.0998,1.93470045635887,expansion
108,1973-05-31,102.8806,1.6443741547343278,expansion
109,1973-06-30,102.6389,1.3292842698960237,expansion
110,1973-07-31,102.39,1.006971315225109,expansion
111,1973-08-31,102.1435,0.6875048495392329,expansion
112,1973-09-30,101.8964,0.3690282460034208,expansion
113,1973-10-31,101.645,0.06387404646103835,expansion
114,1973-11-30,101.3722,-0.11756350704837085,contraction
115,1973-12-31,101.0821,-0.3240047220760001,contraction
116,1974-01-31,100.7899,-0.5449927880045762,contraction
117,1974-02-28,100.4889,-0.7825114221780582,contraction
