,Date,Index,Z_Score,threshold,MA,phase
27,1967-03-31,98.81553000000001,-2.4824319689193315,0,-3.095341063893581,contraction
28,1967-04-30,98.91245,-2.2072142515784705,0,-2.9907990959181707,recovery
29,1967-05-31,99.06213000000001,-1.8880334722524883,0,-2.7973679801250366,recovery
30,1967-06-30,99.24502,-1.5046608058801718,0,-2.5464985298446505,recovery
31,1967-07-31,99.44592,-1.1137758194426681,0,-2.2641006026716983,recovery
32,1967-08-31,99.64936999999999,-0.7390155725078685,0,-1.957663969280811,recovery
33,1967-09-30,99.83778000000001,-0.37422088504999634,0,-1.6318074594908138,recovery
34,1967-10-31,99.99543,-0.07530165441426052,0,-1.2980818037556574,recovery
35,1967-11-30,100.1131,0.1174560150166688,0,-0.9730958057636573,recovery
36,1967-12-31,100.1911,0.24628298717413824,0,-0.6664086509195812,recovery
37,1968-01-31,100.2366,0.3217201851823446,0,-0.39018944374022707,recovery
38,1968-02-29,100.2701,0.3769382152949559,0,-0.15498956609333608,recovery
39,1968-03-31,100.3098,0.4412400433628198,0,0.03938741675734991,expansion
40,1968-04-30,100.3694,0.5358649333100879,0,0.19874747998459447,expansion
41,1968-05-31,100.4492,0.6592700143205987,0,0.32793384240591883,expansion
42,1968-06-30,100.55,0.7465746135269593,0,0.4306683758985713,expansion
43,1968-07-31,100.6795,0.8692933298037538,0,0.524648040246957,expansion
44,1968-08-31,100.8328,1.0195432431428237,0,0.6213055722430427,expansion
45,1968-09-30,100.9959,1.1481278424569978,0,0.7246065294023745,expansion
46,1968-10-31,101.1458,1.3168377995207055,0,0.8420939774305931,expansion
47,1968-11-30,101.2568,1.417411393335478,0,0.9641153961771753,expansion
48,1968-12-31,101.3178,1.4478097762358737,0,1.0781085015428986,expansion
49,1969-01-31,101.3379,1.4298329863877484,0,1.1744288730512922,expansion
50,1969-02-28,101.3308,1.3844193532957731,0,1.2541594655223938,expansion
51,1969-03-31,101.2955,1.3107528991982098,0,1.3093419116967009,expansion
52,1969-04-30,101.2296,1.2061803688274932,0,1.3326715524072845,expansion
53,1969-05-31,101.1231,1.060816436697596,0,1.3217576266873594,slowdown
54,1969-06-30,100.9864,0.8889648218264803,0,1.2682735044755813,slowdown
55,1969-07-31,100.836,0.6648251364008813,0,1.1742002223587567,slowdown
56,1969-08-31,100.6861,0.4514497187420142,0,1.0496552151720242,slowdown
57,1969-09-30,100.5367,0.22635557983586396,0,0.8992205393530387,slowdown
58,1969-10-31,100.3819,0.007310938906889627,0,0.7270819875544282,slowdown
59,1969-11-30,100.2195,-0.18820462409561597,0,0.5397122971427,slowdown
60,1969-12-31,100.0492,-0.40996243932958965,0,0.3376944461230646,slowdown
61,1970-01-31,99.87135,-0.6655656873575152,0,0.12189668061617567,slowdown
62,1970-02-28,99.69193,-0.9520394547934152,0,-0.10822885396131127,contraction
63,1970-03-31,99.51388,-1.2605891159395002,0,-0.34890563550385895,contraction
64,1970-04-30,99.34376,-1.5624803245106542,0,-0.6006468909104425,contraction
65,1970-05-31,99.19686,-1.8052978529201038,0,-0.8546035700049385,contraction
66,1970-06-30,99.07979,-1.9579168151489703,0,-1.100257039261921,contraction
67,1970-07-31,98.98349,-2.032462038125494,0,-1.3307892160156558,contraction
68,1970-08-31,98.9081,-2.0437172954931753,0,-1.535008573036104,contraction
69,1970-09-30,98.86208,-2.0021465016263638,0,-1.70208117481971,contraction
70,1970-10-31,98.86073,-1.9093924868197985,0,-1.821750303823008,contraction
71,1970-11-30,98.92241999999999,-1.7596547155696112,0,-1.8841335037767721,contraction
72,1970-12-31,99.04254,-1.5666210519451822,0,-1.8846510947060884,contraction
73,1971-01-31,99.18714,-1.3678103609056267,0,-1.8299651582042789,recovery
74,1971-02-28,99.32463,-1.1925429204203222,0,-1.734293421363198,recovery
75,1971-03-31,99.43425,-1.0579168828861667,0,-1.612475276958282,recovery
76,1971-04-30,99.51204,-0.8805865038264987,0,-1.4670839279999472,recovery
77,1971-05-31,99.55962,-0.6392654627677288,0,-1.2967237981426178,recovery
78,1971-06-30,99.58598,-0.4158690451642389,0,-1.1100333679356729,recovery
79,1971-07-31,99.60558,-0.19614174268761395,0,-0.9145942463254232,recovery
80,1971-08-31,99.63101999999999,-0.03420940171027321,0,-0.7230427900460596,recovery
