DATE,KCFSI
2004-12-01,-0.726995404693587
2005-01-01,-0.647980242257026
2005-02-01,-0.859423302757535
2005-03-01,-0.770151717397337
2005-04-01,-0.45590582334551
2005-05-01,-0.516270651434141
2005-06-01,-0.5922083649253
2005-07-01,-0.62113620318787
2005-08-01,-0.735306794077643
2005-09-01,-0.610281362192971
2005-10-01,-0.494597101323095
2005-11-01,-0.518624225217575
2005-12-01,-0.546012579517397
2006-01-01,-0.516641532209728
2006-02-01,-0.618142591118674
2006-03-01,-0.593977028473526
2006-04-01,-0.486339462564768
2006-05-01,-0.713033766160251
2006-06-01,-0.48514560439612
2006-07-01,-0.459548481037352
2006-08-01,-0.611257998548653
2006-09-01,-0.559390590274723
2006-10-01,-0.657387596627146
2006-11-01,-0.756098702817957
2006-12-01,-0.699198955515559
2007-01-01,-0.738564087728995
2007-02-01,-0.740936898333658
2007-03-01,-0.518391459341894
2007-04-01,-0.311091158277958
2007-05-01,-0.591039043026293
2007-06-01,-0.60765887294359
2007-07-01,-0.258470062607292
2007-08-01,0.63979450710175
2007-09-01,0.267338079270808
2007-10-01,0.261668178145746
2007-11-01,0.884749496874046
2007-12-01,0.930461079875538
2008-01-01,1.39561349983287
2008-02-01,1.14588467375906
2008-03-01,1.76116619260513
2008-04-01,1.46960314231325
2008-05-01,0.918296718012586
2008-06-01,1.52743669903681
2008-07-01,2.30050984141681
2008-08-01,1.60610444901553
2008-09-01,2.59806481556995
2008-10-01,5.40863202226556
2008-11-01,5.38764516045675
2008-12-01,5.20883772249513
2009-01-01,5.38831152610042
2009-02-01,4.52019581700311
2009-03-01,4.50738061755986
2009-04-01,4.34770951695273
2009-05-01,2.95262845316794
2009-06-01,1.67863130833954
2009-07-01,1.65032457346765
2009-08-01,1.18656508795325
2009-09-01,0.811327344012214
2009-10-01,0.742381620874502
2009-11-01,0.679754550273972
2009-12-01,0.473494731141922
2010-01-01,0.490446742608554
2010-02-01,0.294925168135041
2010-03-01,-0.0518601616054936
2010-04-01,-0.181868266488634
2010-05-01,0.506585279302276
2010-06-01,0.459377435241707
2010-07-01,0.398344116660855
2010-08-01,0.160418988082436
2010-09-01,0.0723212966834827
2010-10-01,0.16475679332962
2010-11-01,-0.00423608311015046
2010-12-01,-0.136535306190508
2011-01-01,-0.25006427538047
2011-02-01,-0.467625565298221
2011-03-01,-0.311253470028752
2011-04-01,-0.409166780428196
2011-05-01,-0.438999745079319
2011-06-01,-0.214846838102127
2011-07-01,-0.11814596986079
2011-08-01,0.700147977729257
2011-09-01,0.743497450393308
2011-10-01,0.808924604473357
2011-11-01,0.512524871701558
2011-12-01,0.443694673926547
2012-01-01,0.325643438416165
2012-02-01,-0.0216843922883079
2012-03-01,-0.141257959859957
2012-04-01,-0.129000286746874
2012-05-01,0.0976446526258303
2012-06-01,0.0856293993206805
2012-07-01,0.0214246903848353
2012-08-01,-0.298290918648126
2012-09-01,-0.430346937663701
2012-10-01,-0.275081249729128
2012-11-01,-0.419492950870406
2012-12-01,-0.435028430379228
2013-01-01,-0.463717670449771
2013-02-01,-0.559774952562991
2013-03-01,-0.550369668242452
2013-04-01,-0.462946224605705
2013-05-01,-0.582008663461957
2013-06-01,-0.397777387897218
2013-07-01,-0.520457686631177
2013-08-01,-0.712295216850808
2013-09-01,-0.658368992083882
2013-10-01,-0.636754541727206
2013-11-01,-0.806291317337852
2013-12-01,-0.918208866488461
2014-01-01,-0.81314761329515
2014-02-01,-0.754748763162409
2014-03-01,-0.7685592601632
2014-04-01,-0.811819054355116
2014-05-01,-0.958821711499417
2014-06-01,-1.03534721492777
2014-07-01,-0.888350135791716
2014-08-01,-0.829600945378532
2014-09-01,-0.820191384337949
2014-10-01,-0.387642324169792
2014-11-01,-0.710638932311431
2014-12-01,-0.515128031025543
2015-01-01,-0.211396960071044
2015-02-01,-0.402236621891946
2015-03-01,-0.461562391273044
2015-04-01,-0.553486753153735
2015-05-01,-0.732635747886907
2015-06-01,-0.626407719108484
2015-07-01,-0.473170301584121
2015-08-01,-0.305179448027633
2015-09-01,-0.0942255842925726
2015-10-01,-0.268449443291187
2015-11-01,-0.380787334349613
2015-12-01,-0.133817764767113
2016-01-01,0.213796848215225
2016-02-01,0.422062480199285
2016-03-01,-0.0883286890857046
2016-04-01,-0.133421289740045
2016-05-01,-0.273809164868622
2016-06-01,-0.154704288760569
2016-07-01,-0.293329908297558
2016-08-01,-0.361443560175338
2016-09-01,-0.361122773682188
2016-10-01,-0.476364069696034
2016-11-01,-0.222071100409656
2016-12-01,-0.611698558066246
2017-01-01,-0.567745608492632
2017-02-01,-0.671651547474613
2017-03-01,-0.646493834126104
2017-04-01,-0.566239246128282
2017-05-01,-0.72617988967388
2017-06-01,-0.617812348641261
2017-07-01,-0.732447475301175
2017-08-01,-0.768255464897669
2017-09-01,-0.730157724867586
2017-10-01,-0.764161133204044
2017-11-01,-0.756083361240011
2017-12-01,-0.731778217544165
2018-01-01,-0.819265280638858
2018-02-01,-0.55267459571562
2018-03-01,-0.608981559014315
2018-04-01,-0.347608077904871
2018-05-01,-0.570313495412444
2018-06-01,-0.591968748683658
2018-07-01,-0.41160250094129
2018-08-01,-0.724477276164752
2018-09-01,-0.744369374720433
2018-10-01,-0.319470597559609
2018-11-01,-0.375212697124992
2018-12-01,-0.0907315746765347
2019-01-01,-0.0875747730452371
2019-02-01,-0.524038654291781
2019-03-01,-0.42026395844535
2019-04-01,-0.522110686523336
2019-05-01,-0.428946820841236
2019-06-01,-0.388060048165352
2019-07-01,-0.591006963940371
2019-08-01,-0.339180289098989
2019-09-01,-0.400036890874335
2019-10-01,-0.389724943642593
2019-11-01,-0.636718340127911
2019-12-01,-0.647327208964902
2020-01-01,-0.592432203191855
2020-02-01,-0.413550512780561
2020-03-01,2.11891337191985
2020-04-01,1.66015920306753
2020-05-01,0.882267469016086
